model_id,short_name,params_numeric,tier,dataset,query_type,ndcg_at_10,recall_at_10,mrr
intfloat/multilingual-e5-base,ml-e5-base,278000000,medium,ja_finance,factual,81.68735819487948,92.57142857142856,78.19999999999999
intfloat/e5-large-v2,e5-large-v2,335000000,medium,ja_finance,factual,63.12923676308072,81.14285714285714,57.44739229024943
intfloat/multilingual-e5-large-instruct,ml-e5-large-instruct,560000000,medium,ja_finance,factual,90.99996965888282,98.85714285714286,88.50362811791385
intfloat/multilingual-e5-large,ml-e5-large,560000000,medium,ja_finance,factual,89.086589601679,97.71428571428572,86.2238095238095
BAAI/bge-m3,bge-m3,568000000,medium,ja_finance,factual,92.42338545657742,100.0,89.92539682539682
Snowflake/snowflake-arctic-embed-l-v2.0,snowflake,568000000,medium,ja_finance,factual,73.46234289427794,89.71428571428571,68.28571428571428
microsoft/harrier-oss-v1-0.6b,harrier-0.6b,596000000,medium,ja_finance,factual,90.03189192190494,99.42857142857144,86.9299319727891
Qwen/Qwen3-Embedding-0.6B,Qwen3-0.6B,600000000,qwen_sub1b,ja_finance,factual,94.21742504276251,100.0,92.28571428571428
Qwen/Qwen3-Embedding-4B,Qwen3-4B,4000000000,large,ja_finance,factual,95.49708588296104,100.0,93.95238095238096
Salesforce/SFR-Embedding-Mistral,SFR-Mistral,7000000000,large,ja_finance,factual,92.1860375193636,99.42857142857144,89.76825396825397
intfloat/e5-mistral-7b-instruct,e5-mistral-7b,7000000000,large,ja_finance,factual,70.27129230135996,90.85714285714286,63.69251700680272
nvidia/llama-embed-nemotron-8b,nemotron-8b,7500000000,xlarge,ja_finance,factual,89.58553827660964,98.28571428571428,86.79433106575965
Qwen/Qwen3-Embedding-8B,Qwen3-8B,8000000000,xlarge,ja_finance,factual,96.76172374285736,100.0,95.6190476190476
intfloat/e5-small-v2,e5-small-v2,33000000,small,ja_finance,multi_hop,43.07626053759645,62.27544910179641,37.21842030225264
ibm-granite/granite-embedding-107m-multilingual,granite-107m,107000000,small,ja_finance,multi_hop,88.95528416961525,98.20359281437123,85.92386655260907
intfloat/multilingual-e5-small,ml-e5-small,118000000,small,ja_finance,multi_hop,83.52402438546073,96.40718562874252,79.39787092481703
jinaai/jina-embeddings-v5-text-nano,jina-v5-nano,212000000,small,ja_finance,multi_hop,97.7436964980754,100.0,96.98103792415168
intfloat/multilingual-e5-base,ml-e5-base,278000000,medium,ja_finance,multi_hop,81.31252542048026,94.61077844311376,77.00242372398061
intfloat/e5-large-v2,e5-large-v2,335000000,medium,ja_finance,multi_hop,63.87712259532312,82.63473053892216,57.85001425719989
intfloat/multilingual-e5-large-instruct,ml-e5-large-instruct,560000000,medium,ja_finance,multi_hop,92.2488516469954,98.20359281437123,90.2801539777588
intfloat/multilingual-e5-large,ml-e5-large,560000000,medium,ja_finance,multi_hop,88.27961195504744,98.20359281437123,85.05726641954188
BAAI/bge-m3,bge-m3,568000000,medium,ja_finance,multi_hop,95.0234872677296,100.0,93.313373253493
Snowflake/snowflake-arctic-embed-l-v2.0,snowflake,568000000,medium,ja_finance,multi_hop,86.3058009389684,95.20958083832336,83.41626271266989
microsoft/harrier-oss-v1-0.6b,harrier-0.6b,596000000,medium,ja_finance,multi_hop,92.7759429176109,98.20359281437123,91.00370687197037
Qwen/Qwen3-Embedding-0.6B,Qwen3-0.6B,600000000,qwen_sub1b,ja_finance,multi_hop,94.96472454366904,99.4011976047904,93.4687767322498
Qwen/Qwen3-Embedding-4B,Qwen3-4B,4000000000,large,ja_finance,multi_hop,97.07719272740243,100.0,96.09352723125178
Salesforce/SFR-Embedding-Mistral,SFR-Mistral,7000000000,large,ja_finance,multi_hop,92.76745891577065,99.4011976047904,90.55460507556316
intfloat/e5-mistral-7b-instruct,e5-mistral-7b,7000000000,large,ja_finance,multi_hop,77.89157403414647,91.61676646706589,73.4851725121186
nvidia/llama-embed-nemotron-8b,nemotron-8b,7500000000,xlarge,ja_finance,multi_hop,91.60690224841407,97.0059880239521,89.8270126413839
Qwen/Qwen3-Embedding-8B,Qwen3-8B,8000000000,xlarge,ja_finance,multi_hop,97.32283304340856,100.0,96.46373918829008
intfloat/e5-small-v2,e5-small-v2,33000000,small,ja_finance,summarization,53.09143603605957,82.5,43.95734126984127
ibm-granite/granite-embedding-107m-multilingual,granite-107m,107000000,small,ja_finance,summarization,92.62888485842085,100.0,90.14583333333331
intfloat/multilingual-e5-small,ml-e5-small,118000000,small,ja_finance,summarization,76.79892706902726,92.5,71.81894841269842
jinaai/jina-embeddings-v5-text-nano,jina-v5-nano,212000000,small,ja_finance,summarization,94.04254705038518,100.0,92.02083333333331
intfloat/multilingual-e5-base,ml-e5-base,278000000,medium,ja_finance,summarization,78.01568801787622,91.25,74.03869047619047
intfloat/e5-large-v2,e5-large-v2,335000000,medium,ja_finance,summarization,59.31805207327916,82.5,52.02728174603175
intfloat/multilingual-e5-large-instruct,ml-e5-large-instruct,560000000,medium,ja_finance,summarization,93.35231760879032,98.75,91.58333333333331
intfloat/multilingual-e5-large,ml-e5-large,560000000,medium,ja_finance,summarization,88.4396814404993,98.75,85.02083333333333
BAAI/bge-m3,bge-m3,568000000,medium,ja_finance,summarization,90.24292858314212,98.75,87.45833333333334
Snowflake/snowflake-arctic-embed-l-v2.0,snowflake,568000000,medium,ja_finance,summarization,56.49812285538843,72.5,51.553075396825385
microsoft/harrier-oss-v1-0.6b,harrier-0.6b,596000000,medium,ja_finance,summarization,87.35052358514353,95.0,84.86805555555556
Qwen/Qwen3-Embedding-0.6B,Qwen3-0.6B,600000000,qwen_sub1b,ja_finance,summarization,95.28673047248796,100.0,93.7638888888889
Qwen/Qwen3-Embedding-4B,Qwen3-4B,4000000000,large,ja_finance,summarization,94.27477848550764,100.0,92.4702380952381
Salesforce/SFR-Embedding-Mistral,SFR-Mistral,7000000000,large,ja_finance,summarization,92.75696637664764,98.75,90.75
intfloat/e5-mistral-7b-instruct,e5-mistral-7b,7000000000,large,ja_finance,summarization,79.3565320717663,90.0,76.12301587301587
nvidia/llama-embed-nemotron-8b,nemotron-8b,7500000000,xlarge,ja_finance,summarization,78.01884086415589,97.5,71.69047619047619
Qwen/Qwen3-Embedding-8B,Qwen3-8B,8000000000,xlarge,ja_finance,summarization,96.51031767187511,98.75,95.78125
intfloat/e5-small-v2,e5-small-v2,33000000,small,ja_law,factual,13.137131018625864,24.71264367816092,9.61822660098522
ibm-granite/granite-embedding-107m-multilingual,granite-107m,107000000,small,ja_law,factual,24.670726403760103,36.7816091954023,20.96925743477468
intfloat/multilingual-e5-small,ml-e5-small,118000000,small,ja_law,factual,30.297274235818094,47.70114942528736,24.95256340083926
jinaai/jina-embeddings-v5-text-nano,jina-v5-nano,212000000,small,ja_law,factual,24.38660699520545,36.7816091954023,20.60869366903849
intfloat/multilingual-e5-base,ml-e5-base,278000000,medium,ja_law,factual,24.163256818133025,37.35632183908046,20.138432767743115
intfloat/e5-large-v2,e5-large-v2,335000000,medium,ja_law,factual,15.406093318013308,24.71264367816092,12.60513592410144
intfloat/multilingual-e5-large-instruct,ml-e5-large-instruct,560000000,medium,ja_law,factual,21.15407191527553,33.90804597701149,17.294061302681992
intfloat/multilingual-e5-large,ml-e5-large,560000000,medium,ja_law,factual,30.223147219608983,45.97701149425287,25.35737091771575
BAAI/bge-m3,bge-m3,568000000,medium,ja_law,factual,28.46527438307428,37.93103448275862,25.543468345192483
Snowflake/snowflake-arctic-embed-l-v2.0,snowflake,568000000,medium,ja_law,factual,17.885518179034154,31.03448275862069,13.732211275314723
microsoft/harrier-oss-v1-0.6b,harrier-0.6b,596000000,medium,ja_law,factual,26.548586209704062,41.95402298850575,21.935778142674696
Qwen/Qwen3-Embedding-0.6B,Qwen3-0.6B,600000000,qwen_sub1b,ja_law,factual,26.253955194221216,39.08045977011494,22.328726509761
Qwen/Qwen3-Embedding-4B,Qwen3-4B,4000000000,large,ja_law,factual,30.003065117839046,45.40229885057471,25.22783251231528
Salesforce/SFR-Embedding-Mistral,SFR-Mistral,7000000000,large,ja_law,factual,19.04321782644986,32.18390804597701,15.086434957124617
intfloat/e5-mistral-7b-instruct,e5-mistral-7b,7000000000,large,ja_law,factual,9.30204884781288,16.666666666666664,7.023125342090859
nvidia/llama-embed-nemotron-8b,nemotron-8b,7500000000,xlarge,ja_law,factual,27.41766863501168,39.6551724137931,23.6517058930852
Qwen/Qwen3-Embedding-8B,Qwen3-8B,8000000000,xlarge,ja_law,factual,27.91123042158037,42.5287356321839,23.47427476737821
intfloat/e5-small-v2,e5-small-v2,33000000,small,ja_law,multi_hop,7.628335846568566,15.606936416184972,5.274107716304249
ibm-granite/granite-embedding-107m-multilingual,granite-107m,107000000,small,ja_law,multi_hop,14.25878646701038,24.277456647398843,11.179924763739791
intfloat/multilingual-e5-small,ml-e5-small,118000000,small,ja_law,multi_hop,13.051118689440166,23.69942196531792,9.736214331590052
jinaai/jina-embeddings-v5-text-nano,jina-v5-nano,212000000,small,ja_law,multi_hop,26.670699111803188,41.61849710982659,22.15272043306725
intfloat/multilingual-e5-base,ml-e5-base,278000000,medium,ja_law,multi_hop,11.727126386178275,23.121387283236995,8.247775025231672
intfloat/e5-large-v2,e5-large-v2,335000000,medium,ja_law,multi_hop,7.139406519252213,12.13872832369942,5.636526286815304
intfloat/multilingual-e5-large-instruct,ml-e5-large-instruct,560000000,medium,ja_law,multi_hop,21.05665428924272,37.57225433526011,16.043673731535
intfloat/multilingual-e5-large,ml-e5-large,560000000,medium,ja_law,multi_hop,23.17100586110888,35.26011560693642,19.398339297183227
BAAI/bge-m3,bge-m3,568000000,medium,ja_law,multi_hop,21.848194897151444,36.99421965317919,17.205706945591338
Snowflake/snowflake-arctic-embed-l-v2.0,snowflake,568000000,medium,ja_law,multi_hop,10.4260264369471,20.23121387283237,7.42751628589779
microsoft/harrier-oss-v1-0.6b,harrier-0.6b,596000000,medium,ja_law,multi_hop,18.541253556933466,31.213872832369944,14.695843655381228
Qwen/Qwen3-Embedding-0.6B,Qwen3-0.6B,600000000,qwen_sub1b,ja_law,multi_hop,26.73485783182497,43.35260115606936,21.76254702266263
Qwen/Qwen3-Embedding-4B,Qwen3-4B,4000000000,large,ja_law,multi_hop,27.92938262023672,41.61849710982659,23.72809432057987
Salesforce/SFR-Embedding-Mistral,SFR-Mistral,7000000000,large,ja_law,multi_hop,26.339641650312785,42.77456647398844,21.218919166896047
intfloat/e5-mistral-7b-instruct,e5-mistral-7b,7000000000,large,ja_law,multi_hop,6.083050318878521,12.716763005780344,4.0838609046701535
nvidia/llama-embed-nemotron-8b,nemotron-8b,7500000000,xlarge,ja_law,multi_hop,27.202803819488185,46.24277456647399,21.407239196256533
Qwen/Qwen3-Embedding-8B,Qwen3-8B,8000000000,xlarge,ja_law,multi_hop,27.278167484161376,40.46242774566474,23.183090191760712
intfloat/e5-small-v2,e5-small-v2,33000000,small,ja_law,summarization,3.571221206078238,8.24742268041237,2.22794959908362
ibm-granite/granite-embedding-107m-multilingual,granite-107m,107000000,small,ja_law,summarization,12.593056255938572,20.61855670103093,10.151775486827033
intfloat/multilingual-e5-small,ml-e5-small,118000000,small,ja_law,summarization,10.110388209045457,17.525773195876287,7.828915071183111
jinaai/jina-embeddings-v5-text-nano,jina-v5-nano,212000000,small,ja_law,summarization,21.33317754214877,39.175257731958766,16.091883488790707
intfloat/multilingual-e5-base,ml-e5-base,278000000,medium,ja_law,summarization,10.023086504122354,18.55670103092784,7.450908198330879
intfloat/e5-large-v2,e5-large-v2,335000000,medium,ja_law,summarization,2.678907752742784,6.185567010309279,1.627802323678612
intfloat/multilingual-e5-large-instruct,ml-e5-large-instruct,560000000,medium,ja_law,summarization,26.023425482655053,44.329896907216494,20.3661430207822
intfloat/multilingual-e5-large,ml-e5-large,560000000,medium,ja_law,summarization,18.94611479685447,30.927835051546392,15.234413352970051
BAAI/bge-m3,bge-m3,568000000,medium,ja_law,summarization,17.149057178210995,28.865979381443296,13.49779086892489
Snowflake/snowflake-arctic-embed-l-v2.0,snowflake,568000000,medium,ja_law,summarization,4.337865827037864,8.24742268041237,3.1815578465063
microsoft/harrier-oss-v1-0.6b,harrier-0.6b,596000000,medium,ja_law,summarization,19.645119955184256,37.11340206185567,14.395352642775322
Qwen/Qwen3-Embedding-0.6B,Qwen3-0.6B,600000000,qwen_sub1b,ja_law,summarization,26.333441448707674,42.2680412371134,21.42693503518246
Qwen/Qwen3-Embedding-4B,Qwen3-4B,4000000000,large,ja_law,summarization,27.38640955130048,41.23711340206185,23.139420716740304
Salesforce/SFR-Embedding-Mistral,SFR-Mistral,7000000000,large,ja_law,summarization,26.08554647099997,40.20618556701031,21.61921125838652
intfloat/e5-mistral-7b-instruct,e5-mistral-7b,7000000000,large,ja_law,summarization,6.390113898930252,14.432989690721648,3.963344788087056
nvidia/llama-embed-nemotron-8b,nemotron-8b,7500000000,xlarge,ja_law,summarization,15.867075401848371,28.865979381443296,11.99108165603011
Qwen/Qwen3-Embedding-8B,Qwen3-8B,8000000000,xlarge,ja_law,summarization,26.55750802464168,43.29896907216495,21.33406971035837
openai/text-embedding-3-large,openai-3-large,-1,api,hi_finance,factual,51.3926046525516,66.47398843930635,46.742591063400305
openai/text-embedding-3-large,openai-3-large,-1,api,hi_finance,multi_hop,55.14309806951515,67.96116504854369,51.20665742024965
openai/text-embedding-3-large,openai-3-large,-1,api,hi_finance,summarization,82.97288419669286,93.87755102040816,79.57482993197279
openai/text-embedding-3-large,openai-3-large,-1,api,hi_finance,unanswerable,0.0,0.0,0.0
openai/text-embedding-3-large,openai-3-large,-1,api,hi_law,factual,33.70015171790438,47.953216374269005,29.333054859370648
openai/text-embedding-3-large,openai-3-large,-1,api,hi_law,multi_hop,32.84284455065612,50.0,27.545973674022456
openai/text-embedding-3-large,openai-3-large,-1,api,hi_law,summarization,37.75531934230441,49.43820224719101,33.98073836276084
openai/text-embedding-3-large,openai-3-large,-1,api,hi_law,unanswerable,0.0,0.0,0.0
openai/text-embedding-3-large,openai-3-large,-1,api,it_finance,factual,63.621979304641386,75.42857142857143,59.79659863945578
openai/text-embedding-3-large,openai-3-large,-1,api,it_finance,multi_hop,63.75052476880322,77.62237762237763,59.433621933621936
openai/text-embedding-3-large,openai-3-large,-1,api,it_finance,summarization,81.28156743222928,94.18604651162791,77.13824289405686
openai/text-embedding-3-large,openai-3-large,-1,api,it_finance,unanswerable,0.0,0.0,0.0
openai/text-embedding-3-large,openai-3-large,-1,api,it_law,factual,35.799532007480856,56.395348837209305,29.47328349944629
openai/text-embedding-3-large,openai-3-large,-1,api,it_law,multi_hop,54.268857504005574,74.25149700598801,47.99092291607261
openai/text-embedding-3-large,openai-3-large,-1,api,it_law,summarization,58.44951048253976,80.51948051948052,51.39043496186353
openai/text-embedding-3-large,openai-3-large,-1,api,it_law,unanswerable,0.0,0.0,0.0
openai/text-embedding-3-large,openai-3-large,-1,api,ja_finance,factual,80.28449521578676,95.42857142857143,75.47165532879819
openai/text-embedding-3-large,openai-3-large,-1,api,ja_finance,multi_hop,88.75747308333739,97.60479041916167,85.84497671324019
openai/text-embedding-3-large,openai-3-large,-1,api,ja_finance,summarization,89.65503699243861,100.0,86.23958333333333
openai/text-embedding-3-large,openai-3-large,-1,api,ja_finance,unanswerable,0.0,0.0,0.0
openai/text-embedding-3-large,openai-3-large,-1,api,ja_law,factual,18.38398204324272,30.45977011494253,14.70488961868272
openai/text-embedding-3-large,openai-3-large,-1,api,ja_law,multi_hop,21.237925315260412,36.41618497109826,16.550830351408386
openai/text-embedding-3-large,openai-3-large,-1,api,ja_law,summarization,28.24596962407473,47.42268041237113,22.379315987563412
openai/text-embedding-3-large,openai-3-large,-1,api,ja_law,unanswerable,0.0,0.0,0.0
openai/text-embedding-3-small,openai-3-small,-1,api,hi_finance,factual,28.453649195573632,44.50867052023121,23.501468024589407
openai/text-embedding-3-small,openai-3-small,-1,api,hi_finance,multi_hop,33.922949852542445,52.42718446601942,28.21582678378795
openai/text-embedding-3-small,openai-3-small,-1,api,hi_finance,summarization,34.95392439968995,55.10204081632652,28.747165532879816
openai/text-embedding-3-small,openai-3-small,-1,api,hi_finance,unanswerable,0.0,0.0,0.0
openai/text-embedding-3-small,openai-3-small,-1,api,hi_law,factual,24.290965992753833,39.1812865497076,19.704817599554442
openai/text-embedding-3-small,openai-3-small,-1,api,hi_law,multi_hop,15.415362989952863,25.609756097560975,12.28464963221061
openai/text-embedding-3-small,openai-3-small,-1,api,hi_law,summarization,13.944184969035495,25.842696629213485,10.32593187087569
openai/text-embedding-3-small,openai-3-small,-1,api,hi_law,unanswerable,0.0,0.0,0.0
openai/text-embedding-3-small,openai-3-small,-1,api,it_finance,factual,66.43409399684725,80.0,62.137414965986395
openai/text-embedding-3-small,openai-3-small,-1,api,it_finance,multi_hop,68.16117869748459,78.32167832167832,64.83266733266734
openai/text-embedding-3-small,openai-3-small,-1,api,it_finance,summarization,83.29180916054291,94.18604651162791,79.7674418604651
openai/text-embedding-3-small,openai-3-small,-1,api,it_finance,unanswerable,0.0,0.0,0.0
openai/text-embedding-3-small,openai-3-small,-1,api,it_law,factual,37.69099155449231,55.81395348837209,32.012043189368775
openai/text-embedding-3-small,openai-3-small,-1,api,it_law,multi_hop,53.81034904142767,73.05389221556887,47.704353198365176
openai/text-embedding-3-small,openai-3-small,-1,api,it_law,summarization,59.790599130470845,77.92207792207793,53.97186147186148
openai/text-embedding-3-small,openai-3-small,-1,api,it_law,unanswerable,0.0,0.0,0.0
openai/text-embedding-3-small,openai-3-small,-1,api,ja_finance,factual,89.9515910253842,99.42857142857143,86.91655328798184
openai/text-embedding-3-small,openai-3-small,-1,api,ja_finance,multi_hop,94.09188744347018,100.0,92.19560878243513
openai/text-embedding-3-small,openai-3-small,-1,api,ja_finance,summarization,88.2271829997178,98.75,84.77430555555556
openai/text-embedding-3-small,openai-3-small,-1,api,ja_finance,unanswerable,0.0,0.0,0.0
openai/text-embedding-3-small,openai-3-small,-1,api,ja_law,factual,22.728512341544445,37.35632183908046,18.23937237730341
openai/text-embedding-3-small,openai-3-small,-1,api,ja_law,multi_hop,23.012475882154458,40.46242774566474,17.652078172309384
openai/text-embedding-3-small,openai-3-small,-1,api,ja_law,summarization,18.815052076517738,26.804123711340207,16.372934053346423
openai/text-embedding-3-small,openai-3-small,-1,api,ja_law,unanswerable,0.0,0.0,0.0
cohere/embed-multilingual-v3.0,cohere-v3,-1,api,hi_finance,factual,66.21363492071414,69.36416184971098,65.15964767409854
cohere/embed-multilingual-v3.0,cohere-v3,-1,api,hi_finance,multi_hop,74.89493758110365,78.64077669902912,73.62459546925567
cohere/embed-multilingual-v3.0,cohere-v3,-1,api,hi_finance,summarization,99.24679541545196,100.0,98.9795918367347
cohere/embed-multilingual-v3.0,cohere-v3,-1,api,hi_finance,unanswerable,0.0,0.0,0.0
cohere/embed-multilingual-v3.0,cohere-v3,-1,api,hi_law,factual,66.651284826502,78.3625730994152,62.85575048732943
cohere/embed-multilingual-v3.0,cohere-v3,-1,api,hi_law,multi_hop,51.03879802820085,69.51219512195121,45.31358885017422
cohere/embed-multilingual-v3.0,cohere-v3,-1,api,hi_law,summarization,52.852636297218446,73.03370786516854,46.68093454610308
cohere/embed-multilingual-v3.0,cohere-v3,-1,api,hi_law,unanswerable,0.0,0.0,0.0
cohere/embed-multilingual-v3.0,cohere-v3,-1,api,it_finance,factual,65.43149448379553,77.71428571428571,61.51541950113379
cohere/embed-multilingual-v3.0,cohere-v3,-1,api,it_finance,multi_hop,66.03433905646729,81.11888111888112,61.31368631368631
cohere/embed-multilingual-v3.0,cohere-v3,-1,api,it_finance,summarization,84.3833309742022,94.18604651162791,81.14341085271317
cohere/embed-multilingual-v3.0,cohere-v3,-1,api,it_finance,unanswerable,0.0,0.0,0.0
cohere/embed-multilingual-v3.0,cohere-v3,-1,api,it_law,factual,34.79640261566323,53.48837209302325,28.971714654854186
cohere/embed-multilingual-v3.0,cohere-v3,-1,api,it_law,multi_hop,44.04955222489658,67.66467065868264,36.75411082596712
cohere/embed-multilingual-v3.0,cohere-v3,-1,api,it_law,summarization,62.9177722552436,88.31168831168831,55.1566687280973
cohere/embed-multilingual-v3.0,cohere-v3,-1,api,it_law,unanswerable,0.0,0.0,0.0
cohere/embed-multilingual-v3.0,cohere-v3,-1,api,ja_finance,factual,90.69891932681496,98.85714285714286,88.02448979591837
cohere/embed-multilingual-v3.0,cohere-v3,-1,api,ja_finance,multi_hop,92.12949685769829,98.80239520958084,89.9983366600133
cohere/embed-multilingual-v3.0,cohere-v3,-1,api,ja_finance,summarization,93.15758414316039,100.0,90.875
cohere/embed-multilingual-v3.0,cohere-v3,-1,api,ja_finance,unanswerable,0.0,0.0,0.0
cohere/embed-multilingual-v3.0,cohere-v3,-1,api,ja_law,factual,28.94657733094591,39.6551724137931,25.638797664659734
cohere/embed-multilingual-v3.0,cohere-v3,-1,api,ja_law,multi_hop,23.52502663274343,36.41618497109826,19.541930452335077
cohere/embed-multilingual-v3.0,cohere-v3,-1,api,ja_law,summarization,22.31353516460902,40.20618556701031,16.91826215022091
cohere/embed-multilingual-v3.0,cohere-v3,-1,api,ja_law,unanswerable,0.0,0.0,0.0
gemini/gemini-embedding-2,gemini-2,-1,api,hi_finance,factual,62.95096902812881,73.41040462427746,59.6192311221213
gemini/gemini-embedding-2,gemini-2,-1,api,hi_finance,multi_hop,67.24909467961828,83.49514563106796,61.937509631684385
gemini/gemini-embedding-2,gemini-2,-1,api,hi_finance,summarization,90.43152636730282,100.0,87.19630709426627
gemini/gemini-embedding-2,gemini-2,-1,api,hi_finance,unanswerable,0.0,0.0,0.0
gemini/gemini-embedding-2,gemini-2,-1,api,hi_law,factual,28.727123801732436,37.42690058479532,26.107630186577552
gemini/gemini-embedding-2,gemini-2,-1,api,hi_law,multi_hop,21.12704762722328,26.82926829268293,19.260549748354624
gemini/gemini-embedding-2,gemini-2,-1,api,hi_law,summarization,26.558102954202024,33.70786516853933,24.292848225432493
gemini/gemini-embedding-2,gemini-2,-1,api,hi_law,unanswerable,0.0,0.0,0.0
gemini/gemini-embedding-2,gemini-2,-1,api,it_finance,factual,55.0621181123186,73.71428571428571,49.05941043083901
gemini/gemini-embedding-2,gemini-2,-1,api,it_finance,multi_hop,61.555931520021964,83.21678321678321,54.70751470751472
gemini/gemini-embedding-2,gemini-2,-1,api,it_finance,summarization,70.9911745294247,93.02325581395348,63.8672019195275
gemini/gemini-embedding-2,gemini-2,-1,api,it_finance,unanswerable,0.0,0.0,0.0
gemini/gemini-embedding-2,gemini-2,-1,api,it_law,factual,17.593729986574417,33.13953488372093,12.940660760428202
gemini/gemini-embedding-2,gemini-2,-1,api,it_law,multi_hop,23.098213460343576,46.10778443113773,16.279346069765232
gemini/gemini-embedding-2,gemini-2,-1,api,it_law,summarization,17.79813885215719,35.064935064935064,12.670583384869099
gemini/gemini-embedding-2,gemini-2,-1,api,it_law,unanswerable,0.0,0.0,0.0
gemini/gemini-embedding-2,gemini-2,-1,api,ja_finance,factual,30.394307608765576,61.71428571428571,21.212471655328798
gemini/gemini-embedding-2,gemini-2,-1,api,ja_finance,multi_hop,26.62248394123899,53.89221556886228,18.62655641098755
gemini/gemini-embedding-2,gemini-2,-1,api,ja_finance,summarization,28.58631197676198,55.00000000000001,20.70436507936508
gemini/gemini-embedding-2,gemini-2,-1,api,ja_finance,unanswerable,0.0,0.0,0.0
gemini/gemini-embedding-2,gemini-2,-1,api,ja_law,factual,17.757308723864313,26.436781609195403,15.087803320561942
gemini/gemini-embedding-2,gemini-2,-1,api,ja_law,multi_hop,16.594336336357387,32.947976878612714,11.690751445086706
gemini/gemini-embedding-2,gemini-2,-1,api,ja_law,summarization,20.613067116573554,36.08247422680412,15.978972344951725
gemini/gemini-embedding-2,gemini-2,-1,api,ja_law,unanswerable,0.0,0.0,0.0
